,Region,Station_Location,AIS_Channel,year,month,day,hour,minute,second,TimeZone,ID,AIS_Class,Message_Type,Repeat_Indicator,MMSI,Speed_Over_Ground_SOG_knots,Position_Accuracy,Longitude_decimal_degrees,Latitude_decimal_degrees,Course_Over_Ground_COG_degrees,True_heading_HDG_degrees,Navigation_Status,TimeStamp_s
986,P,Cumshewa,B,2018,5,1,2,56,39,GMT,2773,A,1,0,309653000,18.9,1,-132.7194667,53.02925,330.5,330,0,37
987,P,Helmcken,B,2018,5,1,2,56,40,GMT,2774,A,1,0,367048390,0,1,-122.5056167,48.75401667,322.6,511,0,40
988,P,Newton,A,2018,5,1,2,56,40,GMT,2778,A,1,0,366982320,0,0,-122.7227667,48.81898333,175.8,100,0,40
989,P,Gil,A,2018,5,1,2,56,39,GMT,2782,A,3,0,477832100,0,0,-128.6721667,53.98873333,311,216,1,38
990,P,Parke,A,2018,5,1,2,56,40,GMT,2785,A,1,0,367326780,0,1,-123.4505917,48.12425833,52.7,511,0,40
991,P,Annacis,B,2018,5,1,2,56,40,GMT,2786,A,1,0,636017144,8.5,1,-123.05226,49.29675167,280.1,278,0,40
992,P,WestVan,A,2018,5,1,2,56,40,GMT,2790,A,1,0,316003982,0,0,-123.02925,49.29802,298,511,0,39
993,P,Watts,A,2018,5,1,2,56,40,GMT,2791,A,1,0,316001247,0,1,-123.2720967,49.37615667,51.9,180,0,39
994,P,Parke,A,2018,5,1,2,56,40,GMT,2801,A,3,0,316028554,5.9,1,-123.1073733,49.28747667,237.5,238,8,40
995,P,Newton,B,2018,5,1,2,56,40,GMT,2802,A,3,0,316003666,0,1,-123.1067883,49.312315,42.8,91,0,39
996,P,Ozzard,B,2018,5,1,2,56,40,GMT,2803,A,1,0,229857000,18.1,1,-124.9389833,48.47513333,89.5,88,0,37
997,P,AlertBay,A,2018,5,1,2,56,40,GMT,2804,A,1,0,316009248,0,1,-127.032015,50.64198667,326.6,511,0,41
998,P,AlertBay,B,2018,5,1,2,56,40,GMT,2805,A,1,0,316028366,0.1,0,-127.4720433,50.72277167,297,511,15,41
999,P,Bowen,B,2018,5,1,2,56,40,GMT,2821,A,1,0,316004659,4.6,0,-124.0129167,49.54436667,139.5,511,0,53
1000,P,WestVan,A,2018,5,1,2,56,40,GMT,2826,A,1,0,316011649,0,1,-123.08395,49.30978333,343,34,15,41
1001,P,Helmcken,B,2018,5,1,2,56,40,GMT,2831,A,1,0,316011982,0,0,-123.3757383,48.43026,324.7,511,15,41
1002,P,Discovery,A,2018,5,1,2,56,40,GMT,2840,A,1,0,316026989,1,0,-124.5888783,49.79251333,174.4,511,0,40
1003,P,Texada,A,2018,5,1,2,56,40,GMT,2848,A,1,0,316030627,14.2,1,-124.6601867,49.803945,66.2,65,0,39
1004,P,Hays,B,2018,5,1,2,56,40,GMT,2853,A,1,0,316003050,0,0,-130.3565667,54.29158333,153,40,0,52
1005,P,AlertBay,B,2018,5,1,2,56,40,GMT,2854,A,3,0,316003587,0,0,-127.487265,50.71447667,347.1,511,0,33
1006,P,Newton,A,2018,5,1,2,56,40,GMT,2855,A,1,0,316022149,0,1,-123.029185,49.298865,246.1,179,0,2
1007,P,Annacis,B,2018,5,1,2,56,40,GMT,2861,A,1,0,316009844,0,0,-122.9111367,49.19965333,262.1,511,15,40
1008,P,Annacis,B,2018,5,1,2,56,40,GMT,2862,A,1,0,316005717,0.2,0,-123.10996,49.20466333,199.1,511,0,39
1009,P,Annacis,B,2018,5,1,2,56,40,GMT,2871,A,3,0,316018619,3.5,0,-122.9143167,49.19703333,61.8,148,15,41
1010,P,Naden,B,2018,5,1,2,56,40,GMT,2876,A,1,0,538007063,15.5,0,-134.0743933,54.35115,89.3,93,0,0
1011,P,Annacis,A,2018,5,1,2,56,41,GMT,2886,A,1,0,316003900,2.2,1,-123.0366333,49.143965,277.7,91,8,40
1012,P,WestVan,B,2018,5,1,2,56,41,GMT,2887,A,1,0,316007587,0,1,-123.16807,49.11980833,310.9,511,9,41
1013,P,Discovery,B,2018,5,1,2,56,41,GMT,2888,A,3,0,316030917,0.5,1,-125.2337283,50.07878833,331,309,0,41
1014,P,Newton,A,2018,5,1,2,56,41,GMT,2895,A,3,0,316001269,14.6,1,-123.31007,48.86094333,25.3,22,0,40
1015,P,Hays,A,2018,5,1,2,56,41,GMT,2896,A,1,0,368013040,9.5,0,-131.13529,54.52480667,347.5,353,0,40
1016,P,Ozzard,B,2018,5,1,2,56,41,GMT,2898,A,1,0,538004288,11,1,-124.9247767,48.52425333,268.6,270,0,57
1017,P,Parke,B,2018,5,1,2,56,41,GMT,2902,A,1,0,316031266,0,0,-123.1456733,49.20374333,201.9,511,15,40
1018,P,Helmcken,A,2018,5,1,2,56,41,GMT,2904,A,1,0,538007486,14.1,1,-124.306305,48.39569833,295,294,0,27
1019,P,AlertBay,A,2018,5,1,2,56,41,GMT,2919,A,3,0,316001244,11.5,1,-127.003215,50.59174333,93.2,96,0,40
1020,P,Ozzard,B,2018,5,1,2,56,41,GMT,2924,A,1,0,316003768,0,0,-125.5512683,48.94734333,278.3,511,0,41
1021,P,Watts,A,2018,5,1,2,56,41,GMT,2925,A,1,0,316001251,15.9,1,-123.2712583,49.38269167,341.7,342,0,40
1022,P,Annacis,A,2018,5,1,2,56,41,GMT,2935,A,1,0,316002054,0,1,-122.920235,49.19320667,313.4,511,0,42
1023,P,Dundas,A,2018,5,1,2,56,41,GMT,2940,A,1,0,366810080,6.3,1,-132.2227783,54.68385167,285.5,511,0,42
1024,P,Annacis,A,2018,5,1,2,56,41,GMT,2941,A,1,0,316031048,7.8,1,-123.05143,49.29704333,181,197,8,42
1025,P,Naden,A,2018,5,1,2,56,41,GMT,2942,A,1,0,316052000,4.5,1,-133.8912067,53.72361333,158.3,156,0,40
1026,P,Helmcken,A,2018,5,1,2,56,41,GMT,2946,A,1,0,316034095,0,0,-123.3707067,48.42147667,160.3,204,0,40
1027,P,Dundas,A,2018,5,1,2,56,41,GMT,2963,A,1,0,369514000,9.7,0,-131.055485,54.924525,342,343,0,42
1028,P,Bowen,B,2018,5,1,2,56,41,GMT,2969,A,3,0,316014836,3.3,0,-123.7620817,49.45986333,23.4,27,0,42
1029,P,Watts,B,2018,5,1,2,56,41,GMT,2971,A,1,0,316011504,9.3,0,-123.5110533,49.15274,294.3,288,0,42
1030,P,Ozzard,B,2018,5,1,2,56,41,GMT,2972,A,1,0,311834000,11.7,1,-125.6525667,48.43068333,83,83,0,40
1031,P,Texada,A,2018,5,1,2,56,41,GMT,2973,A,3,0,316005416,5.5,1,-125.1652983,49.969025,141.3,137,0,41
1032,P,AlertBay,B,2018,5,1,2,56,41,GMT,2979,A,1,0,316002764,0,0,-127.4856133,50.70932833,194.2,511,7,42
1033,P,Dundas,A,2018,5,1,2,56,42,GMT,2981,A,1,0,316021595,0,1,-130.2793383,54.33138333,238.7,195,0,41
1034,P,Dundas,A,2018,5,1,2,56,42,GMT,2988,A,1,0,316013397,0.1,0,-130.3558333,54.29228333,325,115,0,41
1035,P,Ozzard,A,2018,5,1,2,56,42,GMT,2989,A,1,0,431315000,14,1,-123.8400133,48.28195167,278.1,278,0,60
1036,P,Annacis,B,2018,5,1,2,56,42,GMT,2993,A,1,0,316005651,0,0,-122.9108567,49.19984833,266.7,511,15,41
1037,P,Texada,B,2018,5,1,2,56,42,GMT,2998,A,1,0,316019281,1,1,-124.3169883,49.66465833,158.9,511,15,42
1038,P,Ozzard,A,2018,5,1,2,56,42,GMT,2999,A,1,0,316195000,15.3,0,-124.6372033,48.48599333,293.5,294,0,41
1039,P,WestVan,A,2018,5,1,2,56,42,GMT,3004,A,1,0,316005667,0.1,0,-123.93244,49.16898333,194.6,189,7,42
1040,P,Annacis,A,2018,5,1,2,56,42,GMT,3005,A,1,0,316005498,0,1,-122.94818,49.15950667,267.6,34,0,41
1041,P,Cumshewa,B,2018,5,1,2,56,42,GMT,3006,A,1,0,316006786,8.7,0,-130.2166117,53.74968667,9.5,511,15,42
1042,P,Helmcken,A,2018,5,1,2,56,42,GMT,3010,A,1,0,369950000,2.9,0,-123.028295,48.24681667,275.6,511,15,41
1043,P,Hays,B,2018,5,1,2,56,42,GMT,3011,A,1,0,316011473,0,1,-130.3564833,54.29226667,99,511,0,42
1044,P,Helmcken,A,2018,5,1,2,56,42,GMT,3014,A,1,0,303465000,0,0,-123.4553833,48.13717333,230.1,254,0,42
1045,P,WestVan,A,2018,5,1,2,56,42,GMT,3015,A,1,0,368085000,0,0,-123.0784883,49.30698167,304.5,215,0,7
1046,P,Discovery,A,2018,5,1,2,56,42,GMT,3016,A,1,0,316030644,0,1,-124.8460683,49.52660667,323.3,240,3,42
1047,P,Texada,B,2018,5,1,2,56,42,GMT,3019,A,1,0,316001885,0.9,1,-124.3100933,49.72553167,119.4,511,0,42
1048,P,Annacis,A,2018,5,1,2,56,42,GMT,3024,A,3,0,316007654,0.9,0,-122.8791833,49.22405667,66.5,57,0,43
1049,P,Ozzard,B,2018,5,1,2,56,42,GMT,3025,A,1,0,316003514,0,0,-125.54138,48.94129,2.8,316,0,32
1050,P,Helmcken,B,2018,5,1,2,56,42,GMT,3029,A,3,0,316003800,8,1,-123.2085133,48.55794833,350.7,348,0,42
1051,P,WestVan,B,2018,5,1,2,56,42,GMT,3032,A,3,0,316003669,0.1,0,-122.924555,49.17004,193.1,511,5,41
1052,P,Hays,A,2018,5,1,2,56,42,GMT,3034,A,3,0,356777000,0.1,1,-130.3105783,54.32808,176.7,250,1,43
1053,P,Newton,A,2018,5,1,2,56,42,GMT,3041,A,3,0,316001267,11.8,1,-123.4440883,48.76040667,143.7,140,0,42
1054,P,Annacis,A,2018,5,1,2,56,42,GMT,3042,A,1,0,316009165,1.2,0,-122.9605817,49.158315,295.9,271,0,43
1055,P,WestVan,A,2018,5,1,2,56,42,GMT,3046,A,1,0,316003663,0,1,-123.1068333,49.31223333,192,5,0,41
1056,P,Discovery,B,2018,5,1,2,56,42,GMT,3052,A,1,0,316005618,11.1,0,-124.9415883,49.88332167,284.9,511,0,42
1057,P,Annacis,B,2018,5,1,2,56,42,GMT,3057,A,1,0,316024235,5.2,0,-123.8222233,49.14494167,48.8,46,11,43
1058,P,Newton,B,2018,5,1,2,56,42,GMT,3058,A,1,0,316005624,0,0,-123.060675,49.29036333,283,511,15,43
1059,P,Newton,A,2018,5,1,2,56,42,GMT,3064,A,3,0,367134000,0,0,-122.7624933,48.86272167,33.5,306,5,43
1060,P,Parke,B,2018,5,1,2,56,42,GMT,3065,A,1,0,316033399,8.5,1,-123.4739083,49.500535,341.9,342,5,43
1061,P,Helmcken,B,2018,5,1,2,56,42,GMT,3066,A,1,0,367479990,1.3,1,-122.75883,48.11089833,318.8,317,0,43
1062,P,Ozzard,B,2018,5,1,2,56,42,GMT,3067,A,1,0,369580000,12.6,0,-125.1754317,48.32294,199.9,200,0,43
1063,P,Newton,B,2018,5,1,2,56,42,GMT,3071,A,1,0,316033814,5.1,0,-123.40579,48.68953833,50.9,229,0,43
1064,P,Annacis,A,2018,5,1,2,56,42,GMT,3072,A,1,0,316014803,0,1,-123.955985,49.20998833,319.5,319,0,43
1065,P,WestVan,B,2018,5,1,2,56,42,GMT,3074,A,3,0,316001251,16,1,-123.2713317,49.38283167,341.4,342,0,42
1066,P,Alberni,A,2018,5,1,2,56,42,GMT,3075,A,1,0,316005713,0.1,0,-124.8137483,49.23592,193,511,0,41
1067,P,Parke,A,2018,5,1,2,56,42,GMT,3078,A,1,0,316014054,0,0,-123.08564,49.12444833,0,511,15,39
1068,P,Dundas,B,2018,5,1,2,56,42,GMT,3084,A,1,0,316182000,11.1,1,-130.3676,54.2158,272.9,273,0,60
1069,P,Parke,A,2018,5,1,2,56,42,GMT,3085,A,1,0,316006345,0,0,-122.8391317,49.22227667,305.4,511,0,63
1070,P,WestVan,B,2018,5,1,2,56,42,GMT,3086,A,1,0,316005721,8,0,-123.0323583,49.29522333,276.3,511,0,41
1071,P,Hays,A,2018,5,1,2,56,42,GMT,3092,A,1,0,316001023,0,0,-130.3158133,54.32132833,330,328,0,41
1072,P,Calvert,B,2018,5,1,2,56,42,GMT,3093,A,1,0,316005846,1.1,0,-128.9271517,51.231385,265.3,511,15,42
1073,P,Bowen,A,2018,5,1,2,56,42,GMT,3094,A,1,0,431221000,15.7,1,-123.2015567,48.97246833,312.9,313,0,42
1074,P,Newton,B,2018,5,1,2,56,43,GMT,3097,A,1,0,368010320,7,1,-124.3201067,49.55465333,123.5,123,0,42
1075,P,Helmcken,A,2018,5,1,2,56,43,GMT,3098,A,1,0,311918000,15.9,0,-123.6157283,48.26815667,277.7,275,0,43
1076,P,Discovery,B,2018,5,1,2,56,42,GMT,3102,A,1,0,316008770,0,0,-125.960765,50.39774,253,160,0,43
1077,P,Discovery,B,2018,5,1,2,56,43,GMT,3103,A,1,0,316001271,0,0,-125.0539617,50.10965833,20.4,20,0,42
1078,P,Parke,B,2018,5,1,2,56,43,GMT,3104,A,3,0,316001269,14.6,1,-123.309985,48.861065,24.8,22,0,42
1079,P,WestVan,A,2018,5,1,2,56,43,GMT,3105,A,1,0,3160184,0,0,-124.0855967,49.29448667,332.1,359,15,43
1080,P,Newton,A,2018,5,1,2,56,43,GMT,3111,A,1,0,316011407,19,1,-123.3538267,48.85016667,195.1,196,0,42
1081,P,Calvert,B,2018,5,1,2,56,43,GMT,3112,A,3,0,316004328,9.5,1,-127.8891833,51.29136667,184.4,178,0,40
1082,P,Newton,B,2018,5,1,2,56,43,GMT,3118,A,1,0,366824910,0,0,-123.4256283,48.14055,340.8,292,15,43
1083,P,Bowen,A,2018,5,1,2,56,43,GMT,3119,A,1,0,316003544,0,1,-124.3560583,49.349415,141.6,27,0,42
1084,P,Hays,B,2018,5,1,2,56,43,GMT,3120,A,1,0,366919560,0,1,-131.5605417,55.26824333,294.8,120,0,42
1085,P,Discovery,B,2018,5,1,2,56,43,GMT,3124,A,1,0,258599000,12.3,0,-125.178545,49.98163833,307,310,0,41
1086,P,Parke,B,2018,5,1,2,56,43,GMT,3126,A,3,0,316018851,10.8,0,-123.1705,49.316,85,84,0,42
1087,P,Parke,A,2018,5,1,2,56,43,GMT,3130,A,1,0,316031266,0,0,-123.1456733,49.20374,201.9,511,15,43
1088,P,Ozzard,B,2018,5,1,2,56,43,GMT,3131,A,1,0,538006893,8.4,1,-126.0077633,48.42559167,91.2,86,0,42
1089,P,Calvert,A,2018,5,1,2,56,43,GMT,3135,A,1,0,316006155,3,1,-127.9652167,51.85273833,18.5,13,11,44
1090,P,WestVan,A,2018,5,1,2,56,43,GMT,3136,A,1,0,316010415,12.9,1,-123.0601667,48.75516667,59,64,0,42
1091,P,Annacis,A,2018,5,1,2,56,43,GMT,3137,A,1,0,303496000,9.3,1,-123.8949583,49.335015,128.2,130,0,44
1092,P,Ozzard,A,2018,5,1,2,56,43,GMT,3139,A,1,0,373821000,14,1,-127.139045,48.58303167,96.1,93,0,40
1093,P,Bowen,B,2018,5,1,2,56,43,GMT,3142,A,1,0,316001262,19.5,1,-123.6185083,49.28580667,251.7,252,0,42
1094,P,WestVan,B,2018,5,1,2,56,43,GMT,3145,A,1,0,316023608,11.7,1,-122.9269683,49.17330167,203,511,15,44
1095,P,Watts,A,2018,5,1,2,56,43,GMT,3146,A,1,0,316011746,5.6,0,-123.85564,49.20934167,67.3,70,0,44
1096,P,Newton,B,2018,5,1,2,56,43,GMT,3154,A,1,0,316020878,0,1,-122.7709683,49.23098667,336.5,38,0,44
1097,P,Newton,B,2018,5,1,2,56,43,GMT,3155,A,1,0,316030626,0,1,-123.1297,49.00579333,5.7,18,0,42
1098,P,Annacis,B,2018,5,1,2,56,43,GMT,3159,A,1,0,316005616,9.7,1,-123.0617933,49.13159333,45.7,511,11,44
1099,P,Klemtu,A,2018,5,1,2,56,43,GMT,3170,A,3,0,316003545,0,1,-128.123365,52.154455,133.4,34,5,43
1100,P,Newton,B,2018,5,1,2,56,43,GMT,3171,A,1,0,316009842,6.7,0,-123.2700067,49.25393,132.6,511,0,63
1101,P,Newton,A,2018,5,1,2,56,43,GMT,3173,A,1,0,316028292,0,1,-123.033695,49.20075833,212.4,511,0,44
1102,P,Ozzard,B,2018,5,1,2,56,43,GMT,3174,A,1,0,316015632,0,0,-125.5564983,48.950185,261.7,511,7,43
1103,P,AlertBay,B,2018,5,1,2,56,43,GMT,3177,A,1,0,316007942,0,1,-127.4870567,50.71036833,190,220,0,43
1104,P,Kitimat,A,2018,5,1,2,56,43,GMT,3183,A,1,0,477049800,0.1,0,-128.6926333,53.99675,292,354,0,41
1105,P,Newton,B,2018,5,1,2,56,43,GMT,3184,A,1,0,316005496,5,0,-123.3497967,48.777615,179,182,5,43
1106,P,Texada,A,2018,5,1,2,56,43,GMT,3185,A,1,0,316030917,0.4,1,-125.2337317,50.07879333,328,308,0,44
1107,P,WestVan,B,2018,5,1,2,56,43,GMT,3187,A,1,0,316014014,0.1,0,-123.1008033,49.28613667,352.4,511,0,44
1108,P,Ozzard,A,2018,5,1,2,56,43,GMT,3193,A,1,0,316005998,3.2,1,-126.492595,48.77199333,272.5,284,0,32
1109,P,Ozzard,A,2018,5,1,2,56,43,GMT,3194,A,1,0,316023833,2.5,0,-126.5507833,48.82168333,329.3,323,0,43
1110,P,Parke,A,2018,5,1,2,56,44,GMT,3220,A,1,0,316018604,2.2,0,-122.6407683,49.203545,59,44,0,44
1111,P,Newton,B,2018,5,1,2,56,44,GMT,3221,A,1,0,316148000,0,0,-123.477255,48.660715,0,125,0,43
1112,P,Watts,A,2018,5,1,2,56,44,GMT,3226,A,3,0,316001251,16.1,1,-123.27137,49.38290167,340.5,342,0,43
1113,P,AlertBay,A,2018,5,1,2,56,44,GMT,3227,A,1,0,316005605,6.3,1,-126.81283,50.579445,165.5,161,0,43
1114,P,Parke,B,2018,5,1,2,56,44,GMT,3228,A,1,0,316003678,7.9,0,-124.0219217,49.37969833,102.4,101,0,43
1115,P,Newton,B,2018,5,1,2,56,44,GMT,3231,A,1,0,316028554,5.4,1,-123.1075183,49.28741667,238.2,238,8,45
1116,P,WestVan,B,2018,5,1,2,56,44,GMT,3232,A,3,0,316007654,0.8,0,-122.8791733,49.22405833,64.9,58,0,45
1117,P,Newton,B,2018,5,1,2,56,44,GMT,3233,A,1,0,367334040,0,0,-123.4058283,48.67010333,308,511,15,45
1118,P,Parke,B,2018,5,1,2,56,44,GMT,3235,A,1,0,316005623,8.9,0,-123.05367,49.29351167,243.8,511,15,44
1119,P,Texada,B,2018,5,1,2,56,44,GMT,3237,A,1,0,316001358,6.2,1,-124.4520367,49.48190167,311.3,311,0,44
1120,P,Parke,A,2018,5,1,2,56,44,GMT,3242,A,1,0,316009843,0,0,-122.9239283,49.17037833,263.6,511,0,44
1121,P,AlertBay,B,2018,5,1,2,56,44,GMT,3243,A,1,0,316001821,7.9,0,-126.2335133,50.48176167,103.4,511,0,43
1122,P,Bowen,B,2018,5,1,2,56,44,GMT,3245,A,1,0,316011773,10,1,-124.1671917,49.61773333,325.6,326,0,43
1123,P,Parke,A,2018,5,1,2,56,44,GMT,3246,A,1,0,366773030,19,1,-122.9510517,48.53899167,98.2,97,15,44
1124,P,Texada,A,2018,5,1,2,56,44,GMT,3252,A,1,0,316019447,7.2,0,-124.7965067,49.757635,123.8,511,15,44
1125,P,Annacis,A,2018,5,1,2,56,44,GMT,3259,A,1,0,316018619,3.5,0,-122.91425,49.19705,60.5,146,15,45
1126,P,Helmcken,A,2018,5,1,2,56,44,GMT,3264,A,1,0,367689540,0,0,-122.611055,48.520855,307.1,178,0,43
1127,P,Texada,A,2018,5,1,2,56,44,GMT,3266,A,1,0,316002500,0,0,-125.2444817,50.03727333,254.5,169,15,45
1128,P,AlertBay,B,2018,5,1,2,56,44,GMT,3267,A,3,0,316001244,11.6,1,-127.0029183,50.59173167,93.4,96,0,44
1129,P,Newton,B,2018,5,1,2,56,44,GMT,3269,A,1,0,316012751,0,0,-123.12397,49.29116,323.3,220,0,45
1130,P,Parke,A,2018,5,1,2,56,44,GMT,3270,A,3,0,316014836,3.3,0,-123.7620567,49.45990167,24,27,0,45
1131,P,Ozzard,B,2018,5,1,2,56,44,GMT,3271,A,3,0,212125000,13.1,1,-126.3462967,48.46684167,86.8,91,0,44
1132,P,Parke,A,2018,5,1,2,56,44,GMT,3272,A,1,0,316034963,6.6,0,-123.0833083,49.20036833,244,244,0,43
1133,P,Ozzard,A,2018,5,1,2,56,44,GMT,3273,A,1,0,355784000,11.5,0,-125.25725,48.71098333,300,300,0,42
1134,P,Annacis,A,2018,5,1,2,56,44,GMT,3276,A,1,0,316009219,8.9,1,-123.1062667,49.30001667,121,121,0,42
1135,P,WestVan,B,2018,5,1,2,56,44,GMT,3277,A,1,0,316013198,0,1,-123.0902183,49.20585167,328,511,0,45
1136,P,Parke,B,2018,5,1,2,56,44,GMT,3280,A,3,0,316013411,8.4,1,-123.5425317,48.92526,128,128,0,44
1137,P,Newton,A,2018,5,1,2,56,44,GMT,3281,A,1,0,316026483,0,1,-123.0227683,49.30184,94.2,511,0,44
1138,P,Hays,A,2018,5,1,2,56,44,GMT,3282,A,1,0,316003137,0,0,-130.2663667,54.3187,298.9,56,0,45
1139,P,Annacis,B,2018,5,1,2,56,45,GMT,3283,A,3,0,316003289,11.1,1,-123.1684167,49.11098167,112.9,111,0,44
1140,P,Dundas,B,2018,5,1,2,56,44,GMT,3284,A,1,0,316005559,0,0,-130.2656083,54.318705,45.2,511,0,44
1141,P,Hays,A,2018,5,1,2,56,44,GMT,3285,A,1,0,316006722,18.5,1,-130.6285133,54.30883833,92.8,511,0,44
1142,P,Ozzard,B,2018,5,1,2,56,44,GMT,3286,A,1,0,440202000,15.2,1,-124.72693,48.47355667,114.2,114,0,44
1143,P,Newton,B,2018,5,1,2,56,45,GMT,3288,A,3,0,316001267,11.8,1,-123.4439633,48.76029667,142.6,140,0,44
1144,P,Calvert,B,2018,5,1,2,56,45,GMT,3289,A,1,0,316002919,8.3,0,-128.15185,50.87036167,69.9,73,5,44
1145,P,Parke,B,2018,5,1,2,56,45,GMT,3290,A,1,0,241016000,9.1,1,-123.40565,48.32531667,18,16,0,45
1146,P,WestVan,B,2018,5,1,2,56,45,GMT,3291,A,1,0,316027733,0,0,-123.100655,49.28634833,151.8,511,0,45
1147,P,AlertBay,A,2018,5,1,2,56,45,GMT,3292,A,1,0,316002915,0,0,-127.4878233,50.71472,264.9,511,7,44
1148,P,WestVan,A,2018,5,1,2,56,45,GMT,3294,A,1,0,316003483,0,0,-122.8905167,49.20777167,296.6,511,0,45
1149,P,Hays,B,2018,5,1,2,56,45,GMT,3295,A,1,0,367438220,7.7,1,-131.0669667,54.25556333,338.3,333,0,45
1150,P,Parke,A,2018,5,1,2,56,45,GMT,3301,A,1,0,316014621,2.2,0,-123.084025,49.30916,33.1,33,0,46
1151,P,Newton,A,2018,5,1,2,56,45,GMT,3305,A,3,0,316001269,14.7,1,-123.3098983,48.86118833,25.6,22,0,44
1152,P,Calvert,A,2018,5,1,2,56,45,GMT,3306,A,3,0,316004328,9.5,1,-127.8892,51.29128333,185,177,0,42
1153,P,Newton,B,2018,5,1,2,56,45,GMT,3310,A,1,0,367480370,0,1,-122.4862917,48.75201833,302.1,49,15,45
1154,P,Parke,A,2018,5,1,2,56,45,GMT,3311,A,1,0,367585560,0,0,-123.0156817,48.53684,303.8,511,0,46
1155,P,Ozzard,B,2018,5,1,2,56,45,GMT,3316,A,3,0,316012260,8.1,0,-124.92384,48.97939,82.1,83,7,45
1156,P,WestVan,A,2018,5,1,2,56,45,GMT,3318,A,1,0,316001731,0,1,-123.0226833,49.3012,217.8,174,0,42
1157,P,Annacis,B,2018,5,1,2,56,45,GMT,3323,A,1,0,316031266,0,0,-123.1456717,49.20373833,201.9,511,15,45
1158,P,Naden,A,2018,5,1,2,56,45,GMT,3324,A,1,0,309653000,18.5,1,-132.7199,53.0297,329.3,330,0,43
1159,P,Annacis,B,2018,5,1,2,56,45,GMT,3325,A,1,0,316020868,0,1,-123.107,49.31034667,278,263,0,45
1160,P,Helmcken,A,2018,5,1,2,56,45,GMT,3326,A,1,0,316003657,0,0,-123.3859,48.41473333,0,511,0,44
1161,P,Newton,A,2018,5,1,2,56,45,GMT,3327,A,3,0,366709770,0.1,1,-122.9430917,48.596675,164.4,152,0,46
1162,P,Ozzard,B,2018,5,1,2,56,45,GMT,3329,A,1,0,257613000,9,1,-126.4998717,48.52452167,97.7,94,0,44
1163,P,Holberg,A,2018,5,1,2,56,45,GMT,3330,A,1,0,316002916,0,0,-127.7871767,50.47442167,291.3,230,15,45
1164,P,Parke,A,2018,5,1,2,56,45,GMT,3331,A,1,0,316005496,5.1,0,-123.3498467,48.77758833,179,511,0,44
1165,P,Ozzard,B,2018,5,1,2,56,45,GMT,3332,A,1,0,538002594,12.8,0,-125.2043883,48.51199667,270.8,278,0,46
1166,P,Parke,B,2018,5,1,2,56,45,GMT,3336,A,1,0,367480140,0,1,-122.8692633,48.64089333,260.6,156,0,45
1167,P,Newton,A,2018,5,1,2,56,45,GMT,3337,A,3,0,316024235,5.3,0,-123.822145,49.14500333,45.5,53,11,46
1168,P,AlertBay,B,2018,5,1,2,56,45,GMT,3343,A,1,0,316020742,7.3,0,-126.4905117,50.50547,92.3,511,0,44
1169,P,Hays,A,2018,5,1,2,56,45,GMT,3347,A,1,0,316005609,0,0,-130.355655,54.29208333,358.9,511,0,45
1170,P,Annacis,A,2018,5,1,2,56,45,GMT,3348,A,1,0,316001249,0,1,-123.890955,49.162805,207.2,179,0,45
1171,P,WestVan,A,2018,5,1,2,56,45,GMT,3355,A,1,0,368006870,8,1,-123.031385,49.29496167,274.6,275,0,44
1172,P,WestVan,A,2018,5,1,2,56,46,GMT,3357,A,1,0,316005845,0,0,-123.060365,49.29049667,358.2,511,0,45
1173,P,Annacis,A,2018,5,1,2,56,46,GMT,3358,A,1,0,310765000,7.3,1,-122.9208417,49.18111667,200.4,202,5,45
1174,P,Ozzard,A,2018,5,1,2,56,45,GMT,3359,A,1,0,229857000,18.1,1,-124.9382167,48.47515,89.5,88,0,43
1175,P,Newton,A,2018,5,1,2,56,46,GMT,3360,A,3,0,316003800,8,1,-123.2085383,48.55805833,351.1,348,0,45
1176,P,Bowen,B,2018,5,1,2,56,46,GMT,3361,A,3,0,316031048,8.5,1,-123.0515,49.29687833,189.2,215,8,46
1177,P,Bowen,B,2018,5,1,2,56,46,GMT,3365,A,1,0,316033419,0,0,-123.8716283,49.14420833,223.3,196,0,46
1178,P,Klemtu,A,2018,5,1,2,56,46,GMT,3373,A,1,0,316002917,0,0,-128.521465,52.59431667,316.1,186,0,45
1179,P,Newton,A,2018,5,1,2,56,46,GMT,3374,A,1,0,316011730,2.1,1,-122.6826967,49.196985,105.1,108,0,16
1180,P,Calvert,B,2018,5,1,2,56,46,GMT,3375,A,1,0,367312010,6,0,-127.8716317,51.25281667,345.4,511,0,46
1181,P,WestVan,A,2018,5,1,2,56,46,GMT,3376,A,1,0,316012342,2.6,0,-122.9106183,49.19902667,45.9,14,0,60
1182,P,VanInlet,A,2018,5,1,2,56,46,GMT,3378,A,1,0,366948190,14.3,1,-134.2451267,51.43013333,301.7,302,0,44
1183,P,Parke,A,2018,5,1,2,56,46,GMT,3380,A,3,0,355997000,0,1,-123.0703567,49.12782667,0,219,5,44
1184,P,Rose,A,2018,5,1,2,56,46,GMT,3381,A,1,0,367579350,10,1,-129.6286617,53.14708833,152.2,154,11,45
1185,P,Hays,B,2018,5,1,2,56,46,GMT,3384,A,1,0,244128000,19.8,1,-131.0575983,54.32043833,282.2,279,0,47
